actual,proposed
469.4833679199219,36.496620178222656
472.8938903808594,41.2996826171875
469.4833679199219,45.87324905395508
466.0728454589844,50.22614669799805
0.0,54.32209777832031
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.309492111206055
0.0,30.97902488708496
0.0,31.57804298400879
0.0,32.109256744384766
0.0,32.62004089355469
0.0,33.0664176940918
0.0,33.49562454223633
0.0,33.86355972290039
0.0,34.17258071899414
0.0,34.4697151184082
0.0,34.75542068481445
0.0,35.07490158081055
0.0,35.38209533691406
0.0,35.67747497558594
0.0,35.91672897338867
0.0,36.19154357910156
0.0,36.45579147338867
0.0,36.70987319946289
0.0,36.95418167114258
0.0,37.1890983581543
0.0,37.414974212646484
0.0,37.58740234375
0.0,37.753196716308594
0.0,37.91261672973633
0.0,38.02114486694336
0.0,38.12549591064453
0.0,38.27059555053711
0.0,38.3653564453125
0.0,38.41170883178711
0.0,38.4115104675293
0.0,38.32179641723633
0.0,38.14600372314453
0.0,37.93221664428711
0.0,37.726646423339844
0.0,37.484222412109375
0.0,37.25112533569336
0.0,36.98222351074219
0.0,36.67890548706055
0.0,36.38725280761719
0.0,36.19634246826172
0.0,35.923248291015625
0.0,35.61589431762695
0.0,35.27560043334961
0.0,34.99315643310547
0.0,34.63205337524414
0.0,34.28483581542969
0.0,33.95097351074219
0.0,33.58518981933594
0.0,33.18871307373047
0.0,32.85224533081055
0.0,32.52872085571289
0.0,32.2176399230957
0.0,31.828996658325195
0.0,31.455299377441406
0.0,31.006450653076172
0.0,30.53010368347168
0.0,30.027313232421875
0.0,29.499099731445312
0.0,28.991201400756836
0.0,28.502836227416992
0.0,27.988492965698242
0.0,27.449167251586914
0.0,26.930583953857422
0.0,26.387184143066406
0.0,25.77515983581543
0.0,25.14191246032715
0.0,24.53302001953125
0.0,24.037071228027344
0.0,23.60495948791504
0.0,23.144704818725586
0.0,22.702150344848633
0.0,22.27661895751953
0.0,21.867454528808594
0.0,21.518789291381836
0.0,21.183534622192383
0.0,20.8164119720459
0.0,20.41864776611328
0.0,20.036184310913086
0.0,19.578903198242188
0.0,19.0496826171875
0.0,18.540815353393555
0.0,18.096284866333008
0.0,17.71361541748047
0.0,17.34566307067871
0.0,17.0366268157959
0.0,16.82900047302246
0.0,16.629358291625977
0.0,16.392635345458984
0.0,16.16501808166504
0.0,15.90139102935791
0.0,15.603139877319336
0.0,15.316360473632812
0.0,15.085373878479004
0.0,14.68421745300293
0.0,14.164203643798828
0.0,13.529899597167969
0.0,12.83046817779541
0.0,12.113175392150879
0.0,11.468233108520508
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.889854431152344
0.0,11.992955207824707
0.0,13.053628921508789
0.0,14.163031578063965
0.0,15.274527549743652
0.0,16.432802200317383
0.0,17.63605308532715
0.0,18.882549285888672
0.0,20.12586784362793
0.0,21.321365356445312
0.0,22.51564598083496
0.0,23.663991928100586
0.0,24.768171310424805
0.0,25.785118103027344
0.0,26.76295280456543
0.0,27.658414840698242
0.0,28.519433975219727
0.0,29.347339630126953
0.0,30.143402099609375
0.0,30.953609466552734
0.0,31.732654571533203
0.0,32.5265007019043
0.0,33.28981399536133
0.0,33.979007720947266
0.0,34.68645477294922
0.0,35.41145706176758
0.0,36.10857391357422
0.0,36.868408203125
0.0,37.59901428222656
0.0,38.346282958984375
0.0,39.0648078918457
0.0,39.710941314697266
0.0,40.28745651245117
0.0,40.797035217285156
0.0,41.33177947998047
0.0,41.84595489501953
0.0,42.340354919433594
0.0,42.9052619934082
0.0,43.49320602416992
0.0,43.969017028808594
0.0,44.33699417114258
0.0,44.69082260131836
0.0,44.98627853393555
0.0,45.22560501098633
0.0,45.41096496582031
0.0,45.63396072387695
0.0,45.8483772277832
0.0,46.00978469848633
0.0,46.07545852661133
0.0,46.138607025146484
0.0,46.154563903808594
0.0,46.08038330078125
0.0,45.87476348876953
0.0,45.632293701171875
0.0,45.3543815612793
0.0,44.99763488769531
0.0,44.60984420776367
0.0,44.28173065185547
0.0,43.92147445678711
0.0,43.5750732421875
0.0,43.197235107421875
0.0,42.833927154541016
0.0,42.529354095458984
0.0,42.23649597167969
0.0,41.91014099121094
0.0,41.506813049316406
0.0,40.98470687866211
0.0,40.393157958984375
0.0,39.734832763671875
0.0,38.92277908325195
0.0,38.007667541503906
0.0,36.94870376586914
0.0,35.79617691040039
0.0,34.55369186401367
0.0,33.17993927001953
0.0,31.769498825073242
0.0,30.36854362487793
0.0,28.887182235717773
0.0,27.28374481201172
0.0,25.65245246887207
0.0,24.03913688659668
0.0,22.353586196899414
0.0,20.688100814819336
0.0,18.99714469909668
0.0,17.28169822692871
0.0,15.632231712341309
0.0,14.046204566955566
0.0,12.476420402526855
0.0,10.877484321594238
0.0,9.340045928955078
0.0,7.906503677368164
0.0,6.572861194610596
0.0,5.335271835327148
0.0,4.190046310424805
0.0,3.1336309909820557
0.0,2.207374334335327
0.0,1.4510297775268555
0.0,0.8580659627914429
0.0,0.3774355947971344
0.0,0.049577806144952774
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.06219218298792839
0.0,0.3283776342868805
0.0,0.7186158895492554
0.0,1.3176589012145996
0.0,2.0727121829986572
0.0,3.0673022270202637
0.0,4.247452735900879
0.0,5.561267375946045
0.0,7.003600597381592
0.0,8.524750709533691
0.0,10.07691764831543
0.0,11.658913612365723
0.0,13.269590377807617
0.0,14.907845497131348
0.0,16.483089447021484
0.0,17.99774932861328
0.0,19.454151153564453
0.0,20.80977439880371
0.0,22.023731231689453
0.0,23.1462345123291
0.0,24.180801391601562
0.0,25.13081169128418
0.0,25.99952507019043
0.0,26.745298385620117
0.0,27.417625427246094
0.0,28.0640926361084
0.0,28.73046112060547
0.0,29.28167152404785
0.0,29.722158432006836
0.0,30.190462112426758
0.0,30.730283737182617
0.0,31.24934196472168
0.0,31.703672409057617
0.0,32.09576416015625
0.0,32.4727783203125
0.0,32.88005065917969
0.0,33.31642532348633
0.0,33.78078079223633
0.0,34.316802978515625
0.0,34.832210540771484
0.0,35.327789306640625
0.0,35.80431365966797
0.0,36.30726623535156
0.0,36.79087448120117
0.0,37.3006477355957
0.0,37.74604797363281
0.0,38.12956237792969
0.0,38.498321533203125
0.0,38.85289764404297
0.0,39.19384002685547
0.0,39.4321403503418
0.0,39.571746826171875
0.0,39.61646270751953
0.0,39.65945816040039
0.0,39.56650924682617
0.0,39.477134704589844
0.0,39.30167007446289
0.0,39.04343032836914
0.0,38.79512405395508
0.0,38.51160430908203
0.0,38.28375244140625
0.0,38.064666748046875
0.0,37.76447677612305
0.0,37.475833892822266
0.0,37.19829177856445
0.0,36.931427001953125
0.0,36.67482376098633
0.0,36.24903869628906
0.0,35.75010681152344
0.0,35.091312408447266
0.0,34.27880096435547
0.0,33.36325454711914
0.0,32.348628997802734
0.0,31.238740921020508
0.0,30.037250518798828
0.0,28.7476806640625
0.0,27.418188095092773
0.0,26.095064163208008
0.0,24.643779754638672
0.0,23.114023208618164
0.0,21.553577423095703
0.0,19.963624954223633
0.0,18.390060424804688
0.0,16.742727279663086
0.0,15.11398983001709
0.0,13.50313663482666
0.0,11.86471176147461
0.0,10.244539260864258
0.0,8.55239486694336
0.0,6.8805694580078125
0.0,5.228281021118164
0.0,3.6843059062957764
0.0,2.199714422225952
0.0,0.7722227573394775
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.820077121257782
0.0,2.0418996810913086
0.0,3.3062524795532227
0.0,4.656267166137695
0.0,6.088644504547119
0.0,7.555458068847656
0.0,9.010619163513184
0.0,10.454575538635254
0.0,11.93251895904541
0.0,13.443144798278809
0.0,14.940434455871582
0.0,16.38013458251953
0.0,17.809226989746094
0.0,19.228116989135742
0.0,20.547670364379883
0.0,21.816471099853516
0.0,23.081235885620117
0.0,24.342119216918945
0.0,25.50974464416504
0.0,26.587697982788086
0.0,27.624189376831055
0.0,28.66558074951172
0.0,29.622156143188477
0.0,30.586702346801758
0.0,31.424623489379883
0.0,32.275081634521484
0.0,33.09282684326172
0.0,33.87912368774414
0.0,34.59041213989258
0.0,35.31910705566406
0.0,35.975013732910156
0.0,36.650455474853516
0.0,37.255157470703125
0.0,37.7470703125
0.0,38.22006607055664
0.0,38.540584564208984
0.0,38.80400848388672
0.0,39.01253890991211
0.0,39.12351989746094
0.0,39.31976318359375
0.0,39.46369171142578
0.0,39.60208511352539
0.0,39.60087203979492
0.0,39.68922424316406
0.0,39.818946838378906
0.0,39.85415267944336
0.0,39.84324264526367
0.0,39.8327522277832
0.0,39.77790069580078
0.0,39.72515869140625
0.0,39.67444610595703
0.0,39.5809211730957
0.0,39.44622802734375
0.0,39.27195358276367
0.0,39.1043815612793
0.0,38.89849090576172
0.0,38.655757904052734
0.0,38.37759780883789
0.0,38.02061080932617
0.0,37.632591247558594
0.0,37.304256439208984
0.0,36.94378662109375
0.0,36.59718322753906
0.0,36.26390838623047
0.0,35.89868927001953
0.0,35.50275421142578
0.0,35.07728958129883
0.0,34.489131927490234
0.0,33.83407211303711
0.0,33.20420837402344
0.0,32.50904083251953
0.0,31.70631980895996
0.0,30.800188064575195
0.0,29.839378356933594
0.0,28.736473083496094
0.0,27.586462020874023
0.0,26.346393585205078
0.0,25.06449317932129
0.0,23.742368698120117
0.0,22.381572723388672
0.0,20.98358917236328
0.0,19.505081176757812
0.0,17.904390335083008
0.0,16.275737762451172
0.0,14.620201110839844
0.0,12.983575820922852
0.0,11.409897804260254
0.0,9.896745681762695
0.0,8.397027969360352
0.0,6.999755382537842
0.0,5.656224250793457
0.0,4.3643670082092285
0.0,3.122196912765503
0.0,1.883039116859436
0.0,0.7363046407699585
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8655466437339783
0.0,1.8618026971817017
0.0,2.864504814147949
0.0,3.9629321098327637
0.0,5.108635425567627
0.0,6.2550368309021
0.0,7.446872711181641
0.0,8.637632369995117
0.0,9.827357292175293
0.0,10.97132396697998
0.0,12.116055488586426
0.0,13.216757774353027
0.0,14.275126457214355
0.0,15.2927885055542
0.0,16.226545333862305
0.0,17.079626083374023
0.0,17.944658279418945
0.0,18.865943908691406
0.0,19.617509841918945
0.0,20.250640869140625
0.0,20.81465721130371
0.0,21.35698127746582
0.0,21.87844467163086
0.0,22.379854202270508
0.0,22.86197853088379
0.0,23.325557708740234
0.0,23.77130889892578
0.0,24.199914932250977
0.0,24.612035751342773
0.0,25.053070068359375
0.0,25.477142333984375
0.0,25.884902954101562
0.0,26.1426944732666
0.0,26.25627899169922
0.0,26.32073211669922
0.0,26.42746925354004
0.0,26.48533821105957
0.0,26.406694412231445
0.0,26.286312103271484
0.0,26.125795364379883
0.0,25.881925582885742
0.0,25.602676391601562
0.0,25.33416748046875
0.0,25.031221389770508
0.0,24.695165634155273
0.0,24.28250503540039
0.0,23.79619026184082
0.0,23.28382110595703
0.0,22.83591651916504
0.0,22.494768142700195
0.0,22.166738510131836
0.0,21.851327896118164
0.0,21.368995666503906
0.0,20.6814022064209
0.0,19.97549057006836
0.0,19.296730041503906
0.0,18.644075393676758
0.0,17.971759796142578
0.0,17.280536651611328
0.0,16.52637481689453
0.0,15.756453514099121
0.0,14.92662239074707
0.0,14.039180755615234
0.0,13.096343994140625
0.0,12.145010948181152
0.0,11.095975875854492
0.0,10.042526245117188
0.0,9.029592514038086
0.0,8.010855674743652
0.0,6.986536502838135
0.0,6.001614093780518
0.0,5.009814262390137
0.0,4.056159973144531
0.0,3.1391849517822266
0.0,2.212714672088623
0.0,1.1428236961364746
0.0,0.0693226009607315
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.09320206940174103
0.0,1.2982178926467896
0.0,2.50165057182312
0.0,3.7483205795288086
0.0,5.081332206726074
0.0,6.452601909637451
0.0,7.860652923583984
0.0,9.304076194763184
0.0,10.736745834350586
0.0,12.114313125610352
0.0,13.483660697937012
0.0,14.845100402832031
0.0,16.19894027709961
0.0,17.545475006103516
0.0,18.884981155395508
0.0,20.217731475830078
0.0,21.543987274169922
0.0,22.77446937561035
0.0,23.957624435424805
0.0,25.140037536621094
0.0,26.36649513244629
0.0,27.635311126708984
184.16587829589844,28.855323791503906
0.0,30.162704467773438
0.0,31.375038146972656
0.0,32.49597930908203
0.0,33.61857223510742
0.0,34.6979866027832
0.0,35.73588943481445
0.0,36.73386764526367
0.0,37.69346618652344
0.0,38.616153717041016
0.0,39.41382598876953
0.0,40.09129333496094
0.0,40.69794464111328
0.0,41.2812614440918
0.0,41.84214401245117
0.0,42.38145446777344
0.0,42.9000244140625
0.0,43.39864730834961
0.0,43.83332824707031
0.0,44.20652770996094
0.0,44.61013412475586
0.0,44.99822235107422
0.0,45.37137985229492
0.0,45.909236907958984
0.0,46.42640686035156
0.0,46.92368698120117
184.16580200195312,47.357078552246094
187.57603454589844,47.95285415649414
0.0,48.570472717285156
0.0,49.07481384277344
0.0,49.51499557495117
0.0,49.89348220825195
0.0,50.30217742919922
0.0,50.73991775512695
0.0,51.16082000732422
0.0,51.52076721191406
0.0,51.82210922241211
0.0,52.1566276550293
0.0,52.43351364135742
0.0,52.65498733520508
0.0,52.867942810058594
0.0,53.07270431518555
0.0,53.18007278442383
0.0,53.23854446411133
0.0,53.250003814697266
0.0,53.21625900268555
0.0,53.183815002441406
0.0,53.063087463378906
0.0,52.85748291015625
0.0,52.615020751953125
0.0,52.33712387084961
0.0,52.11467742919922
0.0,51.811256408691406
0.0,51.4747428894043
0.0,51.10641098022461
0.0,50.70748519897461
0.0,50.32390213012695
0.0,49.910308837890625
0.0,49.51262283325195
0.0,49.13023376464844
0.0,48.807315826416016
0.0,48.4968147277832
0.0,48.15349578857422
0.0,47.868141174316406
0.0,47.63852310180664
0.0,47.41773986816406
0.0,47.2054443359375
0.0,46.9565544128418
0.0,46.6724739074707
0.0,46.399322509765625
0.0,46.13667297363281
0.0,45.83936309814453
0.0,45.553489685058594
0.0,45.27861022949219
0.0,44.969539642333984
0.0,44.582828521728516
0.0,44.166229248046875
0.0,43.76565170288086
0.0,43.335723876953125
0.0,42.8775634765625
0.0,42.48179244995117
0.0,42.10123825073242
0.0,41.73532485961914
0.0,41.38348388671875
0.0,41.00041198730469
0.0,40.632076263427734
0.0,40.23313903808594
0.0,39.84954833984375
0.0,39.43594741821289
0.0,39.03825378417969
0.0,38.61109161376953
0.0,38.20035934448242
0.0,37.850189208984375
0.0,37.513484954833984
0.0,37.18973159790039
0.0,36.923194885253906
0.0,36.711673736572266
0.0,36.55305099487305
0.0,36.35576248168945
0.0,36.12130355834961
0.0,35.89585876464844
0.0,35.67908477783203
0.0,35.47064971923828
0.0,35.27022933959961
0.0,35.122283935546875
0.0,35.0247917175293
0.0,34.975807189941406
0.0,34.928707122802734
0.0,34.838661193847656
0.0,34.7520751953125
0.0,34.75834655761719
0.0,34.80913543701172
0.0,34.813209533691406
0.0,34.8171272277832
0.0,34.82089614868164
0.0,34.82451629638672
0.0,34.872764587402344
0.0,34.96391677856445
0.0,35.05156707763672
0.0,35.04631805419922
0.0,34.99650573730469
0.0,34.99337387084961
0.0,34.990360260009766
0.0,34.94270324707031
0.0,34.80735397338867
0.0,34.6324462890625
0.0,34.464263916015625
0.0,34.302555084228516
0.0,34.102298736572266
0.0,33.90974426269531
0.0,33.679832458496094
0.0,33.41400146484375
0.0,33.1136360168457
0.0,32.78005599975586
0.0,32.41454315185547
0.0,32.01832580566406
0.0,31.59258460998535
0.0,31.27274513244629
0.0,30.965206146240234
0.0,30.669496536254883
0.0,30.385160446166992
0.0,30.156522750854492
0.0,29.93667984008789
0.0,29.770055770874023
0.0,29.56507682800293
0.0,29.36798095703125
0.0,29.178466796875
0.0,29.041004180908203
0.0,28.908830642700195
0.0,28.736974716186523
0.0,28.57172966003418
0.0,28.502363204956055
0.0,28.48042869567871
0.0,28.45933723449707
0.0,28.349533081054688
0.0,28.199190139770508
0.0,28.09939193725586
0.0,27.958669662475586
0.0,27.823360443115234
0.0,27.73801612854004
0.0,27.655956268310547
0.0,27.57705307006836
0.0,27.501184463500977
0.0,27.428232192993164
0.0,27.402847290039062
0.0,27.378437042236328
0.0,27.31020736694336
0.0,27.19983673095703
0.0,27.183237075805664
0.0,27.212038040161133
0.0,27.19496726989746
0.0,27.044265747070312
0.0,26.89936065673828
0.0,26.715267181396484
0.0,26.538251876831055
0.0,26.32328224182129
0.0,26.116580963134766
0.0,25.917829513549805
0.0,25.726722717285156
0.0,25.542964935302734
0.0,25.366275787353516
0.0,25.196382522583008
0.0,25.033023834228516
0.0,24.920711517333984
0.0,24.857481002807617
0.0,24.751920700073242
0.0,24.650419235229492
0.0,24.508058547973633
0.0,24.371173858642578
0.0,24.284317016601562
0.0,24.2007999420166
0.0,24.075733184814453
0.0,23.91071128845215
0.0,23.66251564025879
0.0,23.379100799560547
0.0,23.106586456298828
0.0,22.799789428710938
0.0,22.46002960205078
0.0,22.088573455810547
0.0,21.73140525817871
0.0,21.432735443115234
0.0,21.14555549621582
0.0,20.86941909790039
0.0,20.603904724121094
0.0,20.348602294921875
0.0,20.103118896484375
0.0,19.867076873779297
0.0,19.640111923217773
0.0,19.37711524963379
0.0,19.12423324584961
0.0,18.88107681274414
0.0,18.64727210998535
0.0,18.422462463378906
0.0,18.251060485839844
0.0,18.086252212524414
0.0,17.92778205871582
0.0,17.730642318725586
0.0,17.496322631835938
0.0,17.271015167236328
0.0,17.009613037109375
0.0,16.668739318847656
0.0,16.251447677612305
0.0,15.805441856384277
0.0,15.421354293823242
0.0,15.096802711486816
0.0,14.784733772277832
0.0,14.529431343078613
0.0,14.32871150970459
0.0,14.180475234985352
0.0,13.99317741394043
0.0,13.813082695007324
0.0,13.639914512634277
0.0,13.428643226623535
0.0,13.180734634399414
0.0,12.9871244430542
0.0,12.800960540771484
0.0,12.621956825256348
0.0,12.49460220336914
0.0,12.416908264160156
0.0,12.297439575195312
0.0,12.048274993896484
0.0,11.8534574508667
0.0,11.666132926940918
0.0,11.48601245880127
0.0,11.268056869506836
0.0,11.013720512390137
0.0,10.724406242370605
0.0,10.490979194641113
0.0,10.221771240234375
0.0,9.918152809143066
0.0,9.581449508666992
0.0,9.212931632995605
0.0,8.858588218688965
0.0,8.47311019897461
0.0,8.102457046508789
0.0,7.7908244132995605
0.0,7.491177558898926
0.0,7.203055381774902
0.0,6.926014423370361
0.0,6.614865779876709
0.0,6.3156843185424805
0.0,5.983246326446533
0.0,5.618830680847168
0.0,5.268431186676025
0.0,4.886748790740967
0.0,4.474983215332031
0.0,4.034290790557861
0.0,3.5657849311828613
0.0,3.0705347061157227
0.0,2.639096260070801
0.0,2.269015073776245
0.0,1.957931399345398
0.0,1.658812403678894
0.0,1.3264343738555908
0.0,0.962076723575592
0.0,0.6564962863922119
0.0,0.407432496547699
0.0,0.2127116471529007
0.0,0.07023977488279343
0.0,0.06753824651241302
0.0,0.19923128187656403
0.0,0.3258591890335083
0.0,0.3133261501789093
0.0,0.3012751340866089
0.0,0.33445119857788086
0.0,0.36635124683380127
0.0,0.39702436327934265
0.0,0.4265177249908447
0.0,0.5444038510322571
0.0,0.6577559113502502
0.0,0.8115079998970032
0.0,1.0488735437393188
0.0,1.366636872291565
0.0,1.7617018222808838
0.0,2.186335325241089
0.0,2.684164047241211
0.0,3.2523725032806396
0.0,3.8882501125335693
0.0,4.49967098236084
0.0,5.087575435638428
0.0,5.652868270874023
0.0,6.1964192390441895
0.0,6.719064235687256
0.0,7.221607685089111
0.0,7.74958610534668
0.0,8.257257461547852
0.0,8.700639724731445
0.0,9.082208633422852
0.0,9.449102401733398
0.0,9.801883697509766
0.0,10.141098022460938
0.0,10.422501564025879
0.0,10.737844467163086
0.0,11.041060447692871
0.0,11.332612991333008
0.0,11.747239112854004
0.0,12.280208587646484
0.0,12.882203102111816
0.0,13.550570487976074
0.0,14.282758712768555
0.0,15.031545639038086
0.0,15.796297073364258
0.0,16.576398849487305
0.0,17.371257781982422
0.0,18.0460205078125
